,Interpolation RMSE,Interpolation MAE,Interpolation Spatial corr,Interpolation Std ratio,U-Net T+Elev RMSE,U-Net T+Elev MAE,U-Net T+Elev Spatial corr,U-Net T+Elev Std ratio,Transformer T+Elev RMSE,Transformer T+Elev MAE,Transformer T+Elev Spatial corr,Transformer T+Elev Std ratio
2025-07-01,1.5763203,1.198664,0.8813287184951393,1.0042529,1.0643203,0.86549133,0.9414237828273085,0.8863614,1.0260149,0.8306658,0.9492280392498909,0.8658936
2025-07-02,1.5466399,1.1376954,0.6910135494733048,1.0544472,1.0120646,0.80467695,0.8259767696403226,0.90781987,1.0640353,0.84177196,0.8105561663678853,0.9064827
2025-07-03,1.5975664,1.180271,0.8795010364751658,0.9577173,1.065533,0.8394679,0.9430712489881782,0.8863329,1.0990491,0.8751954,0.9416886173344167,0.8706675
2025-07-04,1.4630705,1.1523254,0.9312757274269379,0.9739846,1.0100391,0.8029089,0.9601735042035828,0.9739846,0.9608696,0.77150327,0.9659744167203739,0.9099522
2025-07-05,1.6700574,1.2930355,0.8203082336809772,0.99009395,1.1657152,0.9332399,0.8964114971239661,0.94134367,1.2086068,0.93750334,0.8935953224657602,0.8674971
2025-07-06,1.6053009,1.1966137,0.6428288284529462,1.1101032,1.1761204,0.97112495,0.8193106446702833,0.87803894,1.1255696,0.92500615,0.8367712135587227,0.8443406
2025-07-07,1.8365436,1.4407002,0.8334409782140743,1.0069513,1.5757947,1.2438939,0.8706621734311811,0.82581687,1.6326172,1.2919624,0.8624195753718986,0.793525
2025-07-08,1.72377,1.3255074,0.9314723643444947,1.0036165,1.3034155,1.0230451,0.9573727871180513,0.89596206,1.3230664,1.0708131,0.958919435120342,0.8745347
2025-07-09,1.4080489,1.0564154,0.8985656036318262,0.94054073,1.1140494,0.8675006,0.9262849542360204,0.86361426,1.1278238,0.8849998,0.9270673572874741,0.8462087
2025-07-10,1.4960477,1.2157425,0.909352798308393,0.9289951,1.2368904,1.0050315,0.9132671585196411,0.8921,1.3439347,1.0883938,0.9042263254753554,0.7995382
2025-07-11,1.500268,1.1956605,0.8966224748350532,1.0499046,1.2211974,0.9969454,0.9114317930536485,0.93536514,1.2425019,1.035348,0.909951109576603,0.88232934
2025-07-12,1.5498673,1.2336229,0.8782579195124188,0.98503673,1.2728324,1.0307398,0.9176181765545232,0.8310101,1.3290645,1.0879062,0.9149657219892995,0.76307905
2025-07-13,1.5925657,1.2652239,0.8152922395546367,1.0555664,1.057232,0.85123855,0.8991171407567772,0.8746991,1.0912535,0.8830039,0.9045957053757996,0.7921371
2025-07-14,1.734348,1.4397292,0.8471008740597155,1.0220768,1.3014234,1.0893375,0.8836978480377002,0.93587655,1.3283968,1.1041825,0.8822166102931502,0.87209237
2025-07-15,1.6878368,1.2621094,0.504263811807861,1.2438551,1.1687518,0.9479304,0.750663128353532,0.9778919,1.1178693,0.9050491,0.7609222536584023,0.98277146
2025-07-16,1.6428564,1.1898787,0.6096716246779625,1.2815299,1.1810461,0.9746489,0.8134086325195556,1.0081506,1.0802847,0.8852682,0.836174252049017,1.0219854
2025-07-17,1.4043736,1.0536901,0.8512827477030472,1.0426791,1.16574,0.8939986,0.8899901734684448,0.9654456,1.0767927,0.82938373,0.9049362852085843,0.96070045
2025-07-18,1.3197713,0.988088,0.9244125773529734,0.9232685,0.92810327,0.7354663,0.9560742585593032,0.9245042,0.96681845,0.76140726,0.9538307880112429,0.890462
2025-07-19,1.8156031,1.484771,0.7677361017459028,0.8656593,1.3135478,1.0556402,0.8522387404210066,0.85717046,1.3091006,1.0531961,0.858705786131464,0.8200007
2025-07-20,1.3921986,1.0721008,0.9465120191424582,0.99366033,1.1524168,0.92095333,0.959335202378838,0.90767676,1.1726875,0.9407155,0.9626995582561951,0.8597488
2025-07-21,1.3335108,1.0615366,0.9598000211936034,1.0148185,0.84301984,0.6722081,0.9787459840010762,1.0042014,0.8944301,0.7104895,0.9761285150224056,0.95601815
2025-07-22,1.6806606,1.3431222,0.9005027066911157,1.0459237,1.0845823,0.84416866,0.9467977735221405,1.051578,1.0278158,0.8157904,0.9520427939047241,0.9992072
2025-07-23,1.5779915,1.2396924,0.7698969246931542,1.1263449,0.97844094,0.793328,0.8855472526889407,1.0536883,0.959142,0.76761514,0.8919674875898618,0.95498294
2025-07-24,1.4517516,1.0516363,0.7449015619622681,1.3181999,1.0663171,0.8624285,0.8411761541845064,1.0027964,0.9792833,0.7743956,0.8474662605555298,0.9332642
2025-07-25,1.7008349,1.2590383,0.9100982815572055,0.9813567,1.351738,1.1096431,0.9454234240074866,0.8562744,1.4066966,1.1584784,0.9412738166116853,0.84815854
2025-07-26,1.6757877,1.3303007,0.8703039472346424,0.9885725,1.1393611,0.92766035,0.9291936573274563,0.91837555,1.2676142,1.0083889,0.9119815370452476,0.8658805
2025-07-27,1.5070988,1.1890056,0.9230160676396897,0.89459574,1.2573241,1.015574,0.9464504404845392,0.8311617,1.3541503,1.124849,0.9466820271012998,0.76783216
2025-07-28,1.6921428,1.3073953,0.7795640846619623,1.1685575,1.4468703,1.1981474,0.8612703799802673,1.0528591,1.335343,1.1099813,0.880956893264015,1.0164016
2025-07-29,1.8254601,1.3871899,0.8353149720875082,1.0619298,1.6136352,1.3517255,0.9069880264912138,0.892387,1.5737008,1.3160079,0.9137953877530024,0.880295
2025-07-30,1.7975562,1.4207728,0.8863231451930014,1.0624388,1.632581,1.3717855,0.9131482737061457,0.9130987,1.6144187,1.3562037,0.9191569482992535,0.90056735
2025-07-31,2.5061297,1.9867178,0.9288969573946058,0.7456977,2.760831,2.1392357,0.9288058252748381,0.73144436,2.7773995,2.2090445,0.9346904528504445,0.7007328
2025-08-01,1.497152,1.1573136,0.48484124996034456,0.9401578,1.5489,1.1225837,0.514045085477947,1.0365078,1.4853181,1.076514,0.5622341830822263,1.0369315
2025-08-02,1.2700543,0.9564741,0.6953197093541978,0.8538102,0.9338797,0.72935104,0.8404947464848733,0.91981816,0.8389202,0.64876324,0.8661556370809221,0.8735487
2025-08-03,1.3968576,1.0733027,0.676402171306158,0.90965,0.9094753,0.7293397,0.8246538761508683,0.85582584,0.88071775,0.71521133,0.8419038583128764,0.8278674
2025-08-04,1.4495488,1.0936737,0.8070966798334933,0.9801619,0.94712836,0.76799524,0.8979369105276329,0.9235881,0.98092765,0.79650563,0.8949139778532048,0.8867275
2025-08-05,1.3375117,1.0051513,0.7983079972113406,0.92804724,1.0453056,0.8163754,0.87078234598107,0.8333368,1.0369717,0.8266997,0.8764431260201266,0.76262563
2025-08-06,1.3599008,1.0251495,0.7443775667088662,0.8250816,0.9832977,0.7725275,0.8620283621680963,0.7541638,0.9981904,0.788586,0.8561182866685815,0.7383895
2025-08-07,1.343486,0.988532,0.685250358371226,0.9295618,0.8636514,0.6845173,0.831867443553521,0.86832553,0.8667138,0.6794432,0.8343417509191423,0.8276335
2025-08-08,1.4805032,1.107697,0.6198638140698735,0.9109993,1.1061118,0.87367266,0.74285695629349,0.7747252,1.0615757,0.8333976,0.7712752789559476,0.72243565
2025-08-09,1.4440926,1.0936224,0.6813559086863653,1.0927987,1.0837204,0.8792231,0.750443518694194,0.8240793,1.0193012,0.826432,0.7888593143982923,0.7638886
2025-08-10,1.5428429,1.1462525,0.6854252723003694,1.1587934,1.211384,0.98657197,0.7428819746906206,0.7600971,1.0916481,0.8810582,0.7980099858178953,0.74832225
2025-08-11,1.5830791,1.1536723,0.7603437814725595,1.1098218,1.2977531,1.0636624,0.8540929714537833,0.76774657,1.2296311,0.9797885,0.8682374285084693,0.75437635
2025-08-12,1.7398517,1.2620299,0.6385869160364023,1.1588377,1.532365,1.2665288,0.7516765333497775,0.7796677,1.373925,1.1059171,0.7849994902180604,0.76164657
2025-08-13,1.9082222,1.5176111,0.7066455489127316,0.92075384,1.7914078,1.4660262,0.7128974893371729,0.7209863,1.7041653,1.3841857,0.7459166318571352,0.74219334
2025-08-14,1.5233624,1.1514677,0.8013838234603465,1.0029023,1.1257935,0.90155387,0.8774757514566331,0.89492464,1.1313975,0.9151922,0.8899768806919953,0.8970248
2025-08-15,1.4151042,1.0356812,0.8450604644171247,1.0920938,1.0201937,0.8120216,0.9018961602337219,0.97928023,0.9967229,0.80417585,0.9060661779564071,0.9531334
2025-08-16,1.4631962,1.0963264,0.7264482114538385,1.2493515,1.0648906,0.8530919,0.8204173482686212,1.017696,1.0100735,0.8161446,0.8296345646870817,0.9513241
2025-08-17,1.6918344,1.3252876,0.8999542537442919,0.98317575,1.3668607,1.0319853,0.9395262333973232,0.8172143,1.3743577,1.0079261,0.9382294709601673,0.82614774
2025-08-18,1.5427816,1.1953149,0.8173946794116165,0.99600714,1.7467229,1.3190324,0.8007672343281823,1.0476342,1.684423,1.2768049,0.7965725047307664,0.97310877
2025-08-19,1.5051136,1.1194834,0.7150823973804571,1.0228641,1.3609595,0.9990101,0.775017442444381,0.9954533,1.3123157,0.976885,0.7683386084288286,0.89671296
2025-08-20,2.0073915,1.6112676,0.8878434164767648,0.87752676,1.9385688,1.5476195,0.9139195617788134,0.88018394,1.9629215,1.5662165,0.9157474021478429,0.8164415
2025-08-21,1.3127527,1.028052,0.7994663256759795,0.94035745,1.3055745,1.0032008,0.8272730381789365,0.9317822,1.3593504,1.0558795,0.8081688875913374,0.85435146
2025-08-22,1.410372,1.0775347,0.5610334241790863,1.0252017,0.7709847,0.60901356,0.8354053985068464,0.96709776,0.77791035,0.6147214,0.8303854004579593,0.9132946
2025-08-23,1.3839871,1.06076,0.6330769307970968,1.1529661,0.84062093,0.6616325,0.805301432715852,0.92528766,0.83241147,0.6534723,0.8079484258733166,0.86359775
2025-08-24,1.6710311,1.317902,0.7517739004773315,0.81448597,1.480974,1.1445155,0.8409135326903531,0.76127565,1.4790535,1.1328716,0.835602271607511,0.71387774
2025-08-25,1.3255377,1.038763,0.9264584623298654,0.9712888,0.9048173,0.68814355,0.9621756265589817,0.93655026,0.90478283,0.69699645,0.9648288189767976,0.8838701
2025-08-26,1.2887889,1.0134009,0.925934422341061,0.91534597,0.91250235,0.7326749,0.955447669911371,0.9195493,0.849481,0.6752513,0.9613066623644938,0.9100876
2025-08-27,1.2735585,1.0005518,0.9022367410921504,0.9102072,0.9927832,0.8041543,0.9305988247256127,0.93676203,0.8838639,0.7004487,0.9453389892395825,0.9283655
2025-08-28,1.2966336,1.0206378,0.8399429764948206,0.98400605,0.72924334,0.5705923,0.9387053715678129,1.012829,0.69718933,0.5433753,0.9422332747721959,0.9764689
2025-08-29,1.0682527,0.8340879,0.9598923628509646,0.96811247,0.8655134,0.6944819,0.9780041385187849,0.9634002,0.846429,0.67067456,0.9821960742556759,0.93242216
2025-08-30,1.227622,0.96839523,0.9266116727772344,1.0032969,1.076783,0.859792,0.9381515325836083,0.98249793,0.94637495,0.7507109,0.9527659804728827,0.9693131
2025-08-31,1.3522402,1.0604935,0.7452445399933939,0.98947847,0.92002743,0.7330943,0.846614154621974,0.9986431,0.8583942,0.6824511,0.8664084008500962,0.9773445
