,Interpolation RMSE,Interpolation MAE,Interpolation Bias,Interpolation Spatial corr,U-Net T+Elev RMSE,U-Net T+Elev MAE,U-Net T+Elev Bias,U-Net T+Elev Spatial corr,Transformer T+Elev RMSE,Transformer T+Elev MAE,Transformer T+Elev Bias,Transformer T+Elev Spatial corr,Truth Tmax mean (deg C),Dew point mean (deg C),U-Net minus Transformer RMSE,Transformer beats U-Net,U-Net beats interpolation,Transformer beats interpolation,Precip mean (mm day-1),Gust max mean (m s-1),Low cloud cover mean (%),Total cloud cover mean (%),Temperature regime,Humidity regime,Rain regime,Wind regime,Cloud regime,Low-cloud regime,Rainy day,Very wet day,Very windy day,Very cloudy day,Hot and wet,Hot and cloudy,Hot and humid
2023-07-23,1.6961097,1.3803118,-0.9928868,0.7525374020886708,0.9937208,0.79176736,-0.53926015,0.9092311401339426,1.0219231,0.8198198,-0.63532984,0.911145507813948,28.390354,15.215447,-0.028202236,False,True,True,2.6308773,8.036867,21.75757,40.530693,Hot,Moderate humidity,Moderate rain,Calm,Clear,Moderate low-cloud,True,False,False,False,False,False,False
2023-07-24,1.6369874,1.2942165,-0.6666028,0.6238770659286385,1.0685544,0.86642087,-0.23690133,0.7990295994114612,1.0789515,0.87780535,-0.33468977,0.7932178391816265,28.49127,16.68335,-0.010397077,False,True,True,2.3272047,8.774593,10.827083,48.867275,Hot,Moderate humidity,Dry,Calm,Clear,Low low-cloud,True,False,False,False,False,False,False
2023-07-25,1.6676873,1.3461,-0.94499135,0.8249467854842848,1.0459721,0.84935355,-0.40340817,0.9079402309291321,1.0494088,0.8636012,-0.49136627,0.9110940453407037,27.968254,17.959139,-0.0034366846,False,True,True,2.8898249,8.905267,15.263267,45.687283,Moderate,Humid,Moderate rain,Calm,Clear,Low low-cloud,True,False,False,False,False,False,False
2023-07-26,1.5935249,1.2306949,-0.2514924,0.7447777268798549,0.9465651,0.7248252,-0.07743668,0.9089052346861098,0.83815145,0.6477737,-0.08620882,0.9129478673628738,29.531754,17.730156,0.10841364,True,True,True,1.5605619,10.149414,13.622174,43.10887,Hot,Humid,Dry,Moderate wind,Clear,Low low-cloud,True,False,False,False,False,False,True
2023-07-27,1.6654872,1.3015494,-0.32222807,0.9399139645315461,1.0852185,0.83981603,-0.032254927,0.9672510620265431,1.0634415,0.8385699,-0.030565334,0.9650734856837722,29.050936,20.532831,0.021777034,True,True,True,6.0286007,13.321504,20.894537,64.79621,Hot,Humid,Wet,Windy,Cloudy,Moderate low-cloud,True,False,True,False,True,True,True
2023-07-28,1.7557241,1.3803948,-0.64342713,0.843269811627938,1.2390305,1.0135251,-0.6938406,0.9323934289490776,1.1226138,0.90367544,-0.64405024,0.9380944137494385,31.2913,20.322296,0.11641669,True,True,True,2.5592265,12.982799,22.927221,49.581432,Hot,Humid,Moderate rain,Windy,Clear,Moderate low-cloud,True,False,False,False,False,False,True
2023-07-29,1.8316581,1.4487257,-0.50917476,0.9302279277129257,1.3742934,1.063065,-0.11652896,0.9505786241322366,1.3542321,1.0560092,-0.23015636,0.9519470636552685,28.287191,19.042944,0.020061374,True,True,True,7.215764,13.569679,28.316721,69.68586,Hot,Humid,Wet,Windy,Cloudy,Moderate low-cloud,True,False,True,False,True,True,True
2023-07-30,1.1864672,0.93334484,-0.41792044,0.9353471383135361,0.907783,0.69163525,0.09788157,0.9636181080212998,0.8990001,0.672267,0.09896894,0.9552123133995121,24.971153,12.989841,0.008782864,True,True,True,5.005507,13.727461,24.529514,47.701088,Cool,Dry,Wet,Windy,Clear,Moderate low-cloud,True,False,True,False,False,False,False
2023-07-31,1.4631033,1.1849179,-0.53689563,0.9201346490472386,0.95267826,0.76472056,0.013721793,0.9637884200202259,0.773436,0.62087256,-0.036130536,0.9720896591190501,24.714907,13.353313,0.17924225,True,True,True,5.8861384,10.972132,13.259436,40.09619,Cool,Dry,Wet,Moderate wind,Clear,Low low-cloud,True,False,False,False,False,False,False
2023-08-01,1.3441274,1.0701846,-0.21546675,0.9097535625620636,1.169423,0.9444993,0.32797933,0.9461608462035493,0.9494839,0.757682,0.3113122,0.9589271769257721,23.205338,11.198142,0.21993911,True,True,True,0.76016283,9.462807,7.236043,33.049454,Cool,Dry,Dry,Calm,Clear,Low low-cloud,False,False,False,False,False,False,False
2023-08-02,1.3451512,1.0600374,-0.24568862,0.8550507338660794,1.0796268,0.8898988,0.3525399,0.9308352828520221,0.8462897,0.6784743,0.27249804,0.9436811405622404,24.582552,10.995323,0.2333371,True,True,True,2.429099,8.74685,8.455331,40.3842,Cool,Dry,Dry,Calm,Clear,Low low-cloud,True,False,False,False,False,False,False
2023-08-03,1.2504095,0.95379645,-0.018533072,0.8421367718664416,1.1024811,0.87215686,0.5545343,0.9059615416079436,1.0064856,0.7923476,0.4854144,0.9185730938162353,25.062292,14.3228445,0.095995545,True,True,True,3.2903895,10.0213375,14.861986,48.63907,Cool,Dry,Moderate rain,Moderate wind,Clear,Low low-cloud,True,False,False,False,False,False,False
2023-08-04,1.529469,1.246006,-0.3351013,0.899401651734786,1.3130751,1.1084508,0.33940914,0.9264770306851479,1.3933656,1.1599265,0.23172484,0.912053488316098,24.064428,17.108519,-0.080290556,False,True,True,5.4232607,10.197474,29.049797,65.22971,Cool,Moderate humidity,Wet,Moderate wind,Cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-08-05,1.3731956,1.0695202,-0.30387068,0.8978469954033278,0.8638454,0.71625084,0.24362981,0.9584834909242427,0.7910477,0.63575643,0.12772427,0.9579960792886596,26.048151,16.172092,0.072797716,True,True,True,5.999507,10.085559,30.286242,68.724625,Moderate,Moderate humidity,Wet,Moderate wind,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-08-06,1.6996905,1.2731639,-0.022476327,0.8432646743047209,1.0962838,0.8639733,0.35504502,0.9368084729483658,0.9066168,0.7143619,0.27489823,0.9461191072897056,27.43113,15.503293,0.18966699,True,True,True,4.517092,10.555306,18.226248,50.8653,Moderate,Moderate humidity,Moderate rain,Moderate wind,Clear,Low low-cloud,True,False,False,False,False,False,False
2023-08-07,1.3120776,1.0100609,-0.23864157,0.9434619642070358,1.0287201,0.82843995,0.27401847,0.964798244730092,0.95490766,0.74739367,0.22502072,0.9665050825662924,25.886879,18.524153,0.073812485,True,True,True,7.237167,10.765286,24.48823,73.15922,Moderate,Humid,Wet,Moderate wind,Cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-08-08,1.2945565,0.99078256,0.3224433,0.939338196592456,1.3559614,1.0646611,0.922872,0.9615272423042824,1.4336879,1.128224,0.8818965,0.9497124066914241,23.991861,17.295225,-0.07772648,False,False,False,9.130065,14.113279,37.144077,67.67407,Cool,Moderate humidity,Wet,Windy,Cloudy,High low-cloud,True,True,True,False,False,False,False
2023-08-09,1.1566443,0.87567705,-0.18667418,0.9297154741589851,0.8077672,0.6409725,0.3038691,0.9721440355017731,0.7510319,0.59088784,0.25304583,0.9700186189996886,26.318153,15.722374,0.056735337,True,True,True,3.8354347,14.180924,27.556288,50.53119,Moderate,Moderate humidity,Moderate rain,Windy,Clear,Moderate low-cloud,True,False,True,False,False,False,False
2023-08-10,1.6466461,1.2862576,-0.19715856,0.6877371818749742,1.3431374,1.11358,0.43825167,0.8166354370663382,1.3154925,1.0701038,0.32118958,0.8126309540295515,25.109118,17.271017,0.027644873,True,True,True,5.7090087,12.254321,15.526277,71.620575,Cool,Moderate humidity,Wet,Windy,Cloudy,Low low-cloud,True,False,False,False,False,False,False
2023-08-11,1.2739837,0.97595406,-0.25867596,0.9290140321703105,0.9100729,0.72557044,0.25211418,0.9654700271885382,0.7874632,0.6140693,0.20133568,0.9713590411639204,25.436056,15.541843,0.122609735,True,True,True,5.9819345,13.972716,24.821692,52.866203,Moderate,Moderate humidity,Wet,Windy,Clear,Moderate low-cloud,True,False,True,False,False,False,False
2023-08-12,1.521191,1.1861115,-0.5321401,0.9106094708742685,0.86929804,0.7020627,-0.051075786,0.9639588656689199,0.7800894,0.6191287,-0.1291282,0.9680784433616557,27.41796,16.693035,0.08920866,True,True,True,3.3681195,10.859153,18.999126,60.104824,Moderate,Moderate humidity,Moderate rain,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-08-13,1.5007994,1.1499279,-0.51104385,0.9264020011126676,0.93222874,0.73949367,-0.02531364,0.9652522557537598,0.8879799,0.6956564,-0.09191216,0.9671388259413851,27.214153,17.921167,0.04424882,True,True,True,5.812642,10.996241,34.439896,61.749027,Moderate,Humid,Wet,Moderate wind,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-08-14,1.3404053,1.0071046,-0.3076886,0.9224526654994405,0.9039737,0.71292865,0.22882494,0.9646029527351926,0.8292533,0.6450177,0.18131004,0.9697972151371547,26.668682,17.29363,0.07472038,True,True,True,2.7634473,10.056372,28.913082,74.69082,Moderate,Moderate humidity,Moderate rain,Moderate wind,Cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-08-15,1.6128482,1.3051125,-0.18915814,0.9298011097946652,1.3987875,1.1548737,0.34716207,0.9534497976025827,1.5710268,1.2796565,0.35969645,0.9437865791928711,25.20711,18.277382,-0.1722393,False,True,True,8.001116,10.873282,25.6992,78.49264,Cool,Humid,Wet,Moderate wind,Cloudy,Moderate low-cloud,True,True,False,True,False,False,False
2023-08-16,1.3886876,1.1273081,-0.5398179,0.9095044375575368,0.9646839,0.76242954,0.098924,0.9489079307079161,0.90115273,0.6833421,0.031017883,0.9511479295509033,25.26215,17.461197,0.06353116,True,True,True,3.9061043,9.22174,40.618736,64.83817,Moderate,Moderate humidity,Moderate rain,Calm,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-08-17,1.2070048,0.9223612,-0.18679753,0.9474137290028976,0.8941844,0.72252244,0.37704945,0.9741448590815694,0.8251512,0.64494395,0.3449622,0.9761480052629267,25.830622,17.849417,0.069033206,True,True,True,4.7039094,10.560771,43.75733,71.00233,Moderate,Humid,Wet,Moderate wind,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-08-18,1.2064116,0.92402446,-0.12572026,0.9427215683825843,0.97017473,0.79796183,0.38052833,0.9678681802330481,1.0485709,0.8639696,0.41768292,0.9618922106802305,23.712643,15.586275,-0.07839614,False,True,True,11.537451,14.469601,42.3957,69.390274,Cool,Moderate humidity,Wet,Windy,Cloudy,High low-cloud,True,True,True,False,False,False,False
2023-08-19,1.3201768,1.0618464,-0.43723375,0.9443504250182012,1.1282215,0.9321116,0.11020822,0.9592873578539516,0.9470036,0.7690843,0.09882426,0.9651779942801151,23.221252,11.955264,0.18121791,True,True,True,2.706668,12.254815,26.276312,46.195347,Cool,Dry,Moderate rain,Windy,Clear,Moderate low-cloud,True,False,False,False,False,False,False
2023-08-20,1.4845053,1.2015557,-0.41358525,0.8869673688951654,0.9266168,0.73861116,0.09839551,0.9489841101807844,0.86358017,0.68225104,0.0035225532,0.9466836018181106,27.32767,14.522449,0.06303662,True,True,True,0.8341951,9.978969,14.070034,34.48477,Moderate,Moderate humidity,Dry,Moderate wind,Clear,Low low-cloud,False,False,False,False,False,False,False
2023-08-21,1.6124419,1.2852628,-0.30333257,0.9299254572900819,1.047805,0.84254843,0.10135799,0.9639215385689414,1.0283273,0.81246406,0.002402071,0.9631305997460853,27.251728,17.199007,0.019477606,True,True,True,0.6199238,8.716513,13.895579,65.196,Moderate,Moderate humidity,Dry,Calm,Cloudy,Low low-cloud,False,False,False,False,False,False,False
2023-08-22,1.262292,1.0029819,-0.19297658,0.9085544201399395,1.067947,0.875784,0.39058265,0.9469382224237106,0.91294384,0.74136704,0.3277619,0.9522577269968449,24.518501,12.283962,0.15500319,True,True,True,3.7039626,11.096368,14.4431505,59.0883,Cool,Dry,Moderate rain,Windy,Partly cloudy,Low low-cloud,True,False,False,False,False,False,False
2023-08-23,1.2877495,1.0070552,-0.3207355,0.8788778168117192,1.0655744,0.792515,0.2872698,0.9176530884207644,0.9443835,0.709133,0.27263758,0.934904030890735,24.20367,11.646117,0.121190906,True,True,True,1.4292907,10.475855,7.3611603,30.26097,Cool,Dry,Dry,Moderate wind,Clear,Low low-cloud,True,False,False,False,False,False,False
2023-08-24,1.7477658,1.329976,-0.21063107,0.8907941600418582,1.3226211,1.0092555,0.3517808,0.9380351798835816,1.2539617,1.0080069,0.33130953,0.9345270232222722,23.96762,14.920859,0.068659425,True,True,True,2.3328307,9.83828,20.170732,47.106003,Cool,Moderate humidity,Dry,Moderate wind,Clear,Moderate low-cloud,True,False,False,False,False,False,False
2023-08-25,1.2177997,0.93392706,-0.052481856,0.9755367277235661,1.1039591,0.8857479,0.58063656,0.9850811271433267,1.1430335,0.91876465,0.5441705,0.9845531708287,24.680376,18.496965,-0.03907442,False,True,True,5.716197,10.994248,37.616142,81.40622,Cool,Humid,Wet,Moderate wind,Cloudy,High low-cloud,True,False,False,True,False,False,False
2023-08-26,1.4871725,1.1565025,-0.062395133,0.9210051812718051,0.9274988,0.75616014,0.40193895,0.9729561464164744,0.8409422,0.6693286,0.34003738,0.9764487079313602,26.53597,18.259306,0.08655661,True,True,True,6.6729016,11.047591,40.28598,67.66416,Moderate,Humid,Wet,Moderate wind,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-08-27,1.3393563,1.0653046,-0.437887,0.9233445307976216,0.9440479,0.76067674,0.17529453,0.9589839140905463,0.88699275,0.7122395,0.14006086,0.9622352290112189,24.821688,15.868653,0.057055175,True,True,True,4.638652,8.714632,38.483498,61.815502,Cool,Moderate humidity,Wet,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-08-28,1.4673184,1.1821337,-0.37503767,0.7069645232352569,1.2604077,1.0444317,0.32115644,0.7798323631593119,1.0657395,0.87266535,0.17345281,0.8213398599951066,24.113756,16.138477,0.19466817,True,True,True,3.0506592,7.811653,33.126526,60.926956,Cool,Moderate humidity,Moderate rain,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-08-29,1.3594017,1.091377,-0.25219503,0.74598881544506,1.0003618,0.8057353,0.46756634,0.8926732851746272,0.89796174,0.7267745,0.34273785,0.8949604137380734,24.895876,18.074581,0.102400064,True,True,True,6.233747,8.765185,38.010326,75.87814,Cool,Humid,Wet,Calm,Cloudy,High low-cloud,True,False,False,True,False,False,False
2023-08-30,1.3083868,1.0567074,-0.23689684,0.9447246994596369,0.9933582,0.7884269,0.28605494,0.9713070949334323,0.9395401,0.7290926,0.32354861,0.9701433985484648,24.093027,16.924597,0.053818107,True,True,True,11.437687,12.587127,45.37067,81.45528,Cool,Moderate humidity,Wet,Windy,Cloudy,High low-cloud,True,True,False,True,False,False,False
2023-08-31,1.0333544,0.80838764,0.014423196,0.9498690013750168,1.1375074,0.86807364,0.5997936,0.9649888056330378,0.97632706,0.73752296,0.5814362,0.969285419721169,22.01427,9.942791,0.16118038,True,False,True,3.4227195,13.961826,27.861055,59.991898,Cool,Dry,Moderate rain,Windy,Partly cloudy,Moderate low-cloud,True,False,True,False,False,False,False
2024-06-01,1.6072981,1.2598357,-0.9931272,0.8263024677587192,0.8025479,0.63723654,-0.30329427,0.9350351448391208,0.7962212,0.63968873,-0.43949968,0.9407118108799316,25.903303,7.0822515,0.0063266754,True,True,True,0.9766481,10.80087,9.260629,36.728333,Moderate,Dry,Dry,Moderate wind,Clear,Low low-cloud,False,False,False,False,False,False,False
2024-06-02,1.8279332,1.3780674,-0.931046,0.8353952014280484,0.98954064,0.7992248,-0.37997276,0.9399350546215803,1.0144448,0.81163114,-0.44046947,0.9408456718808781,26.026667,10.772913,-0.024904191,False,True,True,1.8872743,10.900615,18.111303,62.26568,Moderate,Dry,Dry,Moderate wind,Partly cloudy,Low low-cloud,True,False,False,False,False,False,False
2024-06-03,1.8089671,1.4234452,-1.0506687,0.7816055260147629,1.004998,0.80277914,-0.45167458,0.8983575091495475,1.0811652,0.88698137,-0.5823089,0.8943008231740653,27.439539,13.83729,-0.076167226,False,True,True,2.1368208,9.672869,25.580238,59.512054,Moderate,Dry,Dry,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2024-06-04,1.7476889,1.3792088,-1.0772837,0.856839160007911,1.0615333,0.8605115,-0.54276186,0.9152032707461497,1.1013387,0.89962196,-0.66269696,0.9210846779131803,28.047289,14.687915,-0.039805412,False,True,True,1.18412,8.779623,26.138279,56.59916,Moderate,Moderate humidity,Dry,Calm,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2024-06-05,1.6840668,1.2279004,-0.5360954,0.703334962086905,1.1943498,0.9226536,0.0325932,0.8177751510047868,1.19393,0.9047845,-0.119473554,0.8213823114732289,27.191246,16.892797,0.0004197359,True,True,True,1.9139184,9.697435,18.730043,57.12212,Moderate,Moderate humidity,Dry,Moderate wind,Partly cloudy,Low low-cloud,True,False,False,False,False,False,False
2024-06-06,1.574366,1.2191541,-0.54585856,0.8430626160554311,1.1236281,0.89473987,0.1166455,0.9029810259921148,1.102981,0.87344265,0.029173376,0.9043127487313402,26.123047,17.915512,0.020647168,True,True,True,10.528992,12.35998,28.73835,74.39013,Moderate,Humid,Wet,Windy,Cloudy,Moderate low-cloud,True,True,False,False,False,False,False
2024-06-07,1.9310524,1.5084382,-1.2428801,0.9366242074738349,1.2712837,0.9718015,-0.6469296,0.964174005013336,1.3578438,1.06413,-0.6605071,0.9575809245802297,23.908243,13.515298,-0.08656001,False,True,True,6.4321456,12.726351,42.609432,70.15708,Cool,Dry,Wet,Windy,Cloudy,High low-cloud,True,False,False,False,False,False,False
2024-06-08,1.5281806,1.1784761,-0.82290924,0.9438209436726219,1.0078009,0.74847823,-0.24347031,0.967955835620101,0.94029653,0.71359354,-0.21737851,0.9709531353879354,22.889696,11.391316,0.067504406,True,True,True,3.034821,12.126325,38.40325,58.729015,Cool,Dry,Moderate rain,Windy,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2024-06-09,1.5114152,1.2593997,-1.0322016,0.9659919457038618,0.9359814,0.7555966,-0.48226774,0.9823656101860464,0.9235921,0.7152707,-0.39590406,0.9822940014750412,21.681717,11.80932,0.012389302,True,True,True,4.2244763,13.301894,19.425415,61.735096,Cool,Dry,Moderate rain,Windy,Partly cloudy,Moderate low-cloud,True,False,True,False,False,False,False
2024-06-10,1.4471314,1.1632298,-0.8305661,0.9645677312945055,1.0943528,0.9046533,-0.32263532,0.9743551297258887,1.0346907,0.860116,-0.25828335,0.9776256777846747,20.496782,10.505225,0.059662104,True,True,True,3.772854,12.0945215,34.486183,64.148865,Cool,Dry,Moderate rain,Windy,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2024-06-11,1.4453737,1.1438165,-0.86255205,0.9361135181560292,1.1510762,0.95522165,-0.4092439,0.9469124916369668,1.0660855,0.8784953,-0.28947687,0.9515215640180004,20.282366,11.113079,0.08499074,True,True,True,2.3204565,8.267493,36.607807,63.708004,Cool,Dry,Dry,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2024-06-12,1.5291718,1.1977382,-0.7807779,0.8901697858922676,1.0877014,0.8475833,-0.18558282,0.9282651165393867,1.0354632,0.8127,-0.22495137,0.9344322321133639,23.60406,11.94456,0.052238226,True,True,True,4.7241287,9.110992,28.011555,51.774208,Cool,Dry,Wet,Calm,Clear,Moderate low-cloud,True,False,False,False,False,False,False
2024-06-13,1.547034,1.1744604,-0.6686813,0.8471336027683138,0.766731,0.5963581,-0.21517746,0.9476740428763709,0.7460645,0.5822601,-0.28108653,0.9528448140436261,28.16035,13.748644,0.02066654,True,True,True,0.967103,9.446427,10.661294,40.84405,Hot,Dry,Dry,Calm,Clear,Low low-cloud,False,False,False,False,False,False,False
2024-06-14,1.7829089,1.3984973,-0.8842371,0.867395390058118,1.0898703,0.8661556,-0.22272037,0.9329223046138135,1.0211805,0.80787957,-0.2918846,0.9437347229636934,26.664225,15.862541,0.06868982,True,True,True,2.7253618,10.905716,12.373746,54.35484,Moderate,Moderate humidity,Moderate rain,Moderate wind,Partly cloudy,Low low-cloud,True,False,False,False,False,False,False
2024-06-15,1.3880779,1.1066153,-0.6829413,0.9496956124153829,0.9127283,0.7227418,-0.12187153,0.9723048254405303,0.7978615,0.634009,-0.1429226,0.9778069137026072,23.655584,10.587983,0.11486679,True,True,True,8.567456,12.770196,22.21377,51.922825,Cool,Dry,Wet,Windy,Clear,Moderate low-cloud,True,True,False,False,False,False,False
2024-06-16,1.5279218,1.2124918,-0.8212509,0.9053267828238111,0.88892955,0.71735716,-0.20261918,0.9553442559501869,0.8706777,0.68621796,-0.28253195,0.9557449458478724,25.418516,9.556783,0.018251836,True,True,True,0.36399716,9.653099,8.110382,39.607395,Moderate,Dry,Dry,Moderate wind,Clear,Low low-cloud,False,False,False,False,False,False,False
2024-06-17,1.6204773,1.3004124,-0.68515027,0.9307799565130136,1.232807,0.9915722,-0.42720172,0.9497247921922038,1.2253985,0.9438421,-0.40084794,0.9508483345927307,28.725542,15.795152,0.0074084997,True,True,True,0.48940018,9.613063,8.750308,57.31579,Hot,Moderate humidity,Dry,Moderate wind,Partly cloudy,Low low-cloud,False,False,False,False,False,False,False
2024-06-18,1.7554302,1.2358197,-0.63393664,0.7177426863575327,1.3405597,1.1190026,-0.8198669,0.77150954487267,1.2464069,1.0211304,-0.74207634,0.7997225569141299,31.725668,19.266462,0.09415281,True,True,True,0.35557523,8.846218,7.3553476,60.41457,Hot,Humid,Dry,Calm,Partly cloudy,Low low-cloud,False,False,False,False,False,False,True
2024-06-19,1.8046604,1.2551734,-0.5964711,0.7173488880410871,1.3067157,1.0925533,-0.8553119,0.8279522762681742,1.2398485,1.0017685,-0.79430324,0.8414077807586949,31.97039,19.811264,0.06686723,True,True,True,0.3187215,9.474867,7.5077453,55.711205,Hot,Humid,Dry,Calm,Partly cloudy,Low low-cloud,False,False,False,False,False,False,True
2024-06-20,1.8049674,1.3034993,-0.774488,0.7111188020980086,1.42743,1.1837025,-0.9602972,0.8100010670388479,1.4058504,1.1613954,-0.93879855,0.8148513141863519,31.986103,19.542824,0.021579623,True,True,True,1.2712129,9.743158,6.12438,45.95197,Hot,Humid,Dry,Moderate wind,Clear,Low low-cloud,True,False,False,False,False,False,True
2024-06-21,1.5926117,1.2066729,-0.8010759,0.9507724715442329,1.2682539,1.0225635,-0.58326304,0.9654160289512845,1.2801559,1.0325656,-0.5848878,0.9666935369067378,29.77464,18.339136,-0.011901975,False,True,True,1.7637912,8.962969,11.5970955,46.28262,Hot,Humid,Dry,Calm,Clear,Low low-cloud,True,False,False,False,False,False,True
2024-06-22,1.6682181,1.2785203,-0.7117844,0.9712228022825655,1.5908452,1.3082681,-0.43250924,0.975959153330691,1.5826328,1.3196653,-0.41171312,0.9783742530211422,28.616005,18.609983,0.008212447,True,True,True,3.8258586,8.950154,23.953827,73.900314,Hot,Humid,Moderate rain,Calm,Cloudy,Moderate low-cloud,True,False,False,False,False,True,True
2024-06-23,1.4361469,1.1011413,-0.2816881,0.9624915603342531,1.1392483,0.8700359,0.025912898,0.9759362717585008,1.105783,0.8481455,0.058034737,0.9806006569652647,28.263067,19.27565,0.033465266,True,True,True,11.708799,16.484045,35.809494,81.96644,Hot,Humid,Wet,Windy,Cloudy,High low-cloud,True,True,True,True,True,True,True
2024-06-24,1.3392822,1.0171101,-0.3612264,0.950773471386851,1.1207995,0.8816174,0.19978873,0.9672961189725078,1.1392791,0.90610945,0.19299789,0.9693552451954256,25.039656,15.230454,-0.018479586,False,True,True,8.303841,16.503014,37.24593,65.383194,Cool,Moderate humidity,Wet,Windy,Cloudy,High low-cloud,True,True,True,False,False,False,False
2024-06-25,1.4973301,1.0777694,-0.5734456,0.8218932055035504,0.78641164,0.6139663,-0.26290372,0.9487579543300386,0.7904949,0.6140752,-0.2764334,0.9485211087406644,29.092386,13.337076,-0.004083276,False,True,True,4.3500566,13.535146,21.860424,55.512165,Hot,Dry,Moderate rain,Windy,Partly cloudy,Moderate low-cloud,True,False,True,False,False,False,False
2024-06-26,1.7462772,1.3601038,-0.80517477,0.908061901395696,1.1454587,0.92850566,-0.50917333,0.9548281052405424,1.0805951,0.8642584,-0.47382456,0.9596616119494784,29.942673,16.88899,0.06486356,True,True,True,2.796498,13.165509,13.748948,68.82014,Hot,Moderate humidity,Moderate rain,Windy,Cloudy,Low low-cloud,True,False,True,False,False,True,False
2024-06-27,1.4646158,1.178139,-0.9416177,0.962741011987674,1.0172786,0.806869,-0.44640386,0.9746055568394346,1.0472214,0.8437617,-0.4236525,0.9720107441221367,25.208279,14.697739,-0.02994287,False,True,True,7.530296,13.817869,32.077957,66.282814,Cool,Moderate humidity,Wet,Windy,Cloudy,High low-cloud,True,True,True,False,False,False,False
2024-06-28,1.3110455,1.0362179,-0.72637707,0.9261508893322675,0.95314,0.73454916,-0.10176389,0.9482300158521177,0.9262551,0.7068925,-0.17783189,0.9449281078480741,24.747488,9.777434,0.026884913,True,True,True,2.2687895,11.644256,14.007597,39.33715,Cool,Dry,Dry,Windy,Clear,Low low-cloud,True,False,False,False,False,False,False
2024-06-29,1.9128137,1.5090497,-1.200332,0.9459302118450356,1.3932544,1.0574297,-0.5846172,0.9584204302557536,1.362761,1.070996,-0.6336734,0.9597990235977809,25.87893,16.686892,0.030493379,True,True,True,4.96369,12.635807,22.505325,86.12403,Moderate,Moderate humidity,Wet,Windy,Cloudy,Moderate low-cloud,True,False,False,True,False,False,False
2024-06-30,1.6745998,1.324838,-0.9042934,0.9083145693169596,1.1837142,0.97428477,-0.4589535,0.9473285126154958,1.202179,0.98422223,-0.5358562,0.9500955391868253,28.845127,19.634144,-0.018464804,False,True,True,7.267994,14.204857,40.09633,73.2839,Hot,Humid,Wet,Windy,Cloudy,High low-cloud,True,False,True,False,True,True,True
2024-07-01,1.2509428,0.91864735,-0.47105756,0.8265864867278603,0.8415671,0.6565734,0.11677937,0.9140389325320034,0.767812,0.59151274,0.047641575,0.9259814896712799,24.35527,11.816308,0.073755085,True,True,True,10.937554,12.68113,28.443588,54.076313,Cool,Dry,Wet,Windy,Partly cloudy,Moderate low-cloud,True,True,False,False,False,False,False
2024-07-02,1.4301918,1.0820452,-0.715135,0.6997266924484087,0.7219994,0.5612033,-0.16339831,0.8996822839295754,0.74835145,0.58078104,-0.27740908,0.9008838702062558,27.359882,11.766634,-0.026352048,False,True,True,4.931492,10.262614,16.041973,46.46268,Moderate,Dry,Wet,Moderate wind,Clear,Low low-cloud,True,False,False,False,False,False,False
2024-07-03,1.3199024,0.94412905,-0.48106658,0.781917421378152,0.7339762,0.5704648,-0.11395081,0.9132899695532973,0.79236215,0.60653925,-0.15952678,0.897656760036441,28.557312,14.477035,-0.05838597,False,True,True,1.3477992,11.012002,14.576361,52.905018,Hot,Dry,Dry,Moderate wind,Clear,Low low-cloud,True,False,False,False,False,False,False
2024-07-04,1.5938853,1.2311113,-0.86069876,0.8755657655876582,1.2183268,0.98069125,-0.5436716,0.9168625363086339,1.2316082,0.9915961,-0.5623818,0.9196607383915697,29.492048,18.59908,-0.013281345,False,True,True,1.4208304,9.855688,22.850382,73.60275,Hot,Humid,Dry,Moderate wind,Cloudy,Moderate low-cloud,True,False,False,False,False,True,True
2024-07-05,1.629221,1.2746283,-0.8048782,0.9071629596670377,1.1760774,0.97231525,-0.57636666,0.9466761127559873,1.1592052,0.95286894,-0.58877265,0.9500057657371951,30.308949,20.851871,0.016872168,True,True,True,2.5858545,8.728918,25.23406,77.76221,Hot,Humid,Moderate rain,Calm,Cloudy,Moderate low-cloud,True,False,False,True,False,True,True
